3966.95 0.398009
3967.07 0.398505
3967.19 0.399
3967.3 0.399454
3967.42 0.399949
3967.54 0.400444
3967.66 0.40094
3967.78 0.401435
3967.9 0.40193
3968.02 0.402425
3968.14 0.402919
3968.26 0.403414
3968.38 0.403908
3968.5 0.404402
3968.62 0.404896
3968.74 0.40539
3968.86 0.405883
3968.98 0.406376
3969.1 0.406868
3969.22 0.40736
3969.34 0.407852
3969.46 0.408343
3969.58 0.408834
3969.7 0.409325
3969.82 0.409815
3969.94 0.410304
3970.06 0.410793
3970.18 0.411281
3970.3 0.411769
3970.42 0.412256
3970.54 0.412742
3970.66 0.413228
3970.78 0.413713
3970.9 0.414197
3971.02 0.41468
3971.14 0.415163
3971.26 0.415645
3971.38 0.416126
3971.5 0.416607
3971.62 0.417086
3971.74 0.417565
3971.85 0.418002
3971.97 0.418479
3972.09 0.418955
3972.21 0.41943
3972.33 0.419904
3972.45 0.420376
3972.57 0.420848
3972.69 0.421319
3972.81 0.421788
3972.93 0.422256
3973.05 0.422724
3973.17 0.42319
3973.29 0.423655
3973.41 0.424118
3973.53 0.42458
3973.65 0.425041
3973.77 0.425501
3973.89 0.42596
3974.01 0.426417
3974.13 0.426872
3974.25 0.427327
3974.37 0.42778
3974.49 0.428231
3974.61 0.428681
3974.73 0.429129
3974.85 0.429576
3974.97 0.430021
3975.09 0.430465
3975.21 0.430907
3975.33 0.431348
3975.45 0.431787
3975.57 0.432224
3975.69 0.43266
3975.81 0.433094
3975.93 0.433526
3976.05 0.433956
3976.17 0.434384
3976.29 0.434811
3976.41 0.435236
3976.53 0.435659
3976.65 0.43608
3976.77 0.436499
3976.89 0.436916
3977.01 0.437332
3977.13 0.437745
3977.25 0.438156
3977.37 0.438566
3977.49 0.438973
3977.61 0.439378
3977.73 0.439781
3977.85 0.440182
3977.97 0.44058
3978.09 0.440977
3978.21 0.441371
3978.33 0.441763
3978.45 0.442153
3978.57 0.442541
3978.69 0.442926
3978.81 0.443309
3978.93 0.443689
3979.05 0.444067
3979.17 0.444443
3979.29 0.444817
3979.41 0.445187
3979.53 0.445556
3979.65 0.445922
3979.77 0.446285
3979.89 0.446646
3980.01 0.447004
3980.13 0.44736
3980.25 0.447713
3980.37 0.448064
3980.49 0.448412
3980.61 0.448758
3980.73 0.449101
3980.85 0.449442
3980.97 0.44978
3981.09 0.450116
3981.21 0.450449
3981.33 0.45078
3981.45 0.451108
3981.57 0.451434
3981.69 0.451758
3981.81 0.45208
3981.93 0.452399
3982.05 0.452715
3982.17 0.45303
3982.29 0.453342
3982.41 0.453651
3982.53 0.453959
3982.65 0.454264
3982.77 0.454567
3982.89 0.454867
3983.01 0.455166
3983.13 0.455462
3983.25 0.455756
3983.37 0.456047
3983.49 0.456337
3983.61 0.456624
3983.73 0.456909
3983.85 0.457192
3983.97 0.457473
3984.09 0.457752
3984.21 0.458028
3984.33 0.458303
3984.45 0.458575
3984.57 0.458845
3984.7 0.459136
3984.82 0.459402
3984.94 0.459666
3985.06 0.459928
3985.18 0.460188
3985.3 0.460446
3985.42 0.460701
3985.54 0.460955
3985.66 0.461207
3985.78 0.461457
3985.9 0.461705
3986.02 0.461952
3986.14 0.462196
3986.26 0.462438
3986.38 0.462678
3986.5 0.462917
3986.62 0.463154
3986.74 0.463389
3986.86 0.463621
3986.98 0.463853
3987.1 0.464082
3987.22 0.46431
3987.34 0.464535
3987.46 0.464759
3987.58 0.464981
3987.7 0.465202
3987.82 0.465421
3987.94 0.465638
3988.06 0.465853
3988.18 0.466066
3988.3 0.466278
3988.42 0.466488
3988.54 0.466697
3988.66 0.466904
3988.78 0.467109
3988.9 0.467313
3989.02 0.467515
3989.14 0.467715
3989.26 0.467914
3989.39 0.468127
3989.51 0.468323
3989.63 0.468517
3989.75 0.468709
